0,md5,,,网站名称,刊登频道名称,尺寸规范,区域,地域定向,频次控制,投放周期,特殊要求,版位定价(千人成本),总广告曝光(000'),总价,单位点击数,预估总广告点击数字 ,预计CTR,预计CPC,Nov.2018,,,,,,,,,,,Dec.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan.2019,,,,,,,,,
1,md5,,,Site,Channel,Video Length,Region,Geographical Direction,Frequency,Period,Specific Direction,Net Cost (CPM),Total Imp (000'),Total Net Cost,Unit Clicks,Ested Total Clicks ,Ested CTR,Ested CPC,2018-11-20,2018-11-21,2018-11-22,2018-11-23,2018-11-24,2018-11-25,2018-11-26,2018-11-27,2018-11-28,2018-11-29,2018-11-30,2018-12-1,2018-12-2,2018-12-3,2018-12-4,2018-12-5,2018-12-6,2018-12-7,2018-12-8,2018-12-9,2018-12-10,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-15,2018-12-16,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-22,2018-12-23,2018-12-24,2018-12-25,2018-12-26,2018-12-27,2018-12-28,2018-12-29,2018-12-30,2018-12-31,2019-1-1,2019-1-2,2019-1-3,2019-1-4,2019-1-5,2019-1-6,2019-1-7,2019-1-8,2019-1-9,2019-1-10
187,,4620.01,33,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (PC+Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,66,23,1452.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,,4620.01,33,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (PC+Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,66,24,1584,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,,,,99999,,,,,,,,打包价Package:,71,4620.01,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,134.01,34,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (PC+Mobile+OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,67,1,67,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,,134.01,34,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (PC+Mobile+OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,67,1,0.01,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,,134.01,34,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (PC+Mobile+OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,67,1,67,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,,,,99999,,,,,,,,打包价Package:,3,134.01,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,4610.22,35,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (PC+Phone+OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,65,24,1560,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,,4610.22,35,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (PC+Phone+OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,65,23,1490.22,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,,4610.22,35,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (PC+Phone+OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,65,24,1560,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,,,,99999,,,,,,,,打包价Package:,71,4610.22,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,4290.03,36,IQIYI&PPS VIDEO-PDB,信息流,Pic-Feeds (PC),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,,4290.03,36,IQIYI&PPS VIDEO-PDB,信息流,Pic-Feeds (PC),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,,4290.03,36,IQIYI&PPS VIDEO-PDB,信息流,Pic-Feeds (PC),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,,,,99999,,,,,,,,打包价Package:,63,4290.03,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,4290.03,37,IQIYI&PPS VIDEO-PDB,信息流,Pic-Feeds (Mobile),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,,4290.03,37,IQIYI&PPS VIDEO-PDB,信息流,Pic-Feeds (Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,,4290.03,37,IQIYI&PPS VIDEO-PDB,信息流,Pic-Feeds (Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,,,,99999,,,,,,,,打包价Package:,63,4290.03,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,4290.03,38,IQIYI&PPS VIDEO-PDB,信息流,Pic-Feeds (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,,4290.03,38,IQIYI&PPS VIDEO-PDB,信息流,Pic-Feeds (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,,4290.03,38,IQIYI&PPS VIDEO-PDB,信息流,Pic-Feeds (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,,,,99999,,,,,,,,打包价Package:,63,4290.03,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,4309.03,39,IQIYI&PPS VIDEO-PDB,信息流,Video-Feeds (PC),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,22,1459.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,,4309.03,39,IQIYI&PPS VIDEO-PDB,信息流,Video-Feeds (PC),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,21,1390.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,,4309.03,39,IQIYI&PPS VIDEO-PDB,信息流,Video-Feeds (PC),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,22,1459.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,,,,99999,,,,,,,,打包价Package:,65,4309.03,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,4309.03,40,IQIYI&PPS VIDEO-PDB,信息流,Video-Feeds (Mobile),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,22,1459.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,,4309.03,40,IQIYI&PPS VIDEO-PDB,信息流,Video-Feeds (Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,21,1390.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,,4309.03,40,IQIYI&PPS VIDEO-PDB,信息流,Video-Feeds (Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,22,1459.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,,,,99999,,,,,,,,打包价Package:,65,4309.03,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,4309.03,41,IQIYI&PPS VIDEO-PDB,信息流,Video-Feeds (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,22,1459.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,,4309.03,41,IQIYI&PPS VIDEO-PDB,信息流,Video-Feeds (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,21,1390.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,,4309.03,41,IQIYI&PPS VIDEO-PDB,信息流,Video-Feeds (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,22,1459.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,,,,99999,,,,,,,,打包价Package:,65,4309.03,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,4290.03,42,IQIYI&PPS VIDEO-PD,信息流,Pic-Feeds (PC),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,,4290.03,42,IQIYI&PPS VIDEO-PD,信息流,Pic-Feeds (PC),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,,4290.03,42,IQIYI&PPS VIDEO-PD,信息流,Pic-Feeds (PC),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,,,,99999,,,,,,,,打包价Package:,63,4290.03,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,4290.03,43,IQIYI&PPS VIDEO-PD,信息流,Pic-Feeds (Mobile),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,,4290.03,43,IQIYI&PPS VIDEO-PD,信息流,Pic-Feeds (Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,,4290.03,43,IQIYI&PPS VIDEO-PD,信息流,Pic-Feeds (Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,,,,99999,,,,,,,,打包价Package:,63,4290.03,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,4290.03,44,IQIYI&PPS VIDEO-PD,信息流,Pic-Feeds (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,,4290.03,44,IQIYI&PPS VIDEO-PD,信息流,Pic-Feeds (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,,4290.03,44,IQIYI&PPS VIDEO-PD,信息流,Pic-Feeds (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71.5,21,1430.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,,,,99999,,,,,,,,打包价Package:,63,4290.03,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,4309.03,45,IQIYI&PPS VIDEO-PD,信息流,Video-Feeds (PC),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,22,1459.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,,4309.03,45,IQIYI&PPS VIDEO-PD,信息流,Video-Feeds (PC),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,21,1390.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,,4309.03,45,IQIYI&PPS VIDEO-PD,信息流,Video-Feeds (PC),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,22,1459.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
